Gene	WT-Com1	WT-Com2	WT-Com3	WT-Q1	WT-Q2	WT-Q3	p53-Com1	p53-Com2	p53-Com3	p53-Q1	p53-Q2	p53-Q3
Vma21	8.89352	8.47289	8.467	13.3485	11.8018	10.8405	11.3426	11.882	10.7139	11.3141	11.1677	11.7461
Vmac	4.94075	5.01731	4.79201	2.36543	2.63393	2.52559	3.89268	3.80519	3.67941	3.9525	3.80155	3.85388
Vmn1r1	0	0	0	0.0287956	0	0	0	0.0463227	0	0	0	0
Vmn1r11	0	0	0	0	0	0	0	0.00309185	0	0	0	0
Vmn1r16	0	0	0	0	0	0	0	4.29E-27	0	0	0	0
Vmn1r170	0	0	0	0	0	0	0	0	0	0	0	0.0120734
Vmn1r171	0	0	0	0	0	0	0	0	0	0	0	1.61E-14
Vmn1r175	0	0	0	0	0	0	0	0	0	0	0	0.0120734
Vmn1r186	0	0	0	0	0	0	0	0	0	0	0	0.00305846
Vmn1r187	0	0	0	0	0	0	0	0	0	0	0	0.00611693
Vmn1r21	0	0	0	0	0	0	0	0	0.0278788	0	0	0
Vmn1r223	0	0	0	0	0.0235901	0	0	0	0	0	0	0
Vmn1r233	0	0.025309	0	0	0	0	0	0	0	0	0	0
Vmn1r32	0.0104184	0.0298484	0.0200281	0.0325808	0.0629456	0.0467047	0.0389069	0.0275679	0.0714436	0.072767	0.068137	0.108572
Vmn1r35	0	0	0	0	0	0	0	0.00511045	0	0	0	0
Vmn1r36	0	0	0	0	0	0	0	0	0	0	0	0.00918431
Vmn1r37	0	0	0	0	0	0	0	0	0	0.0244358	0	0.015031
Vmn1r38	0	0	0	0.0291758	0	0	0	0	0	0.0244358	0	0
Vmn1r4	0	0	0	0	0	0	0	0.0357956	0.0278788	0	0	0.024714
Vmn1r40	0	0	0	0	0	0	0	0	0	0	0	0.023681
Vmn1r41	0	0	0.0238579	0	0	0	0	0	0	0	0	0
Vmn1r42	0.00491743	0	0	0	0	0	0	0	0	0	1.07E-41	0
Vmn1r43	0.0187486	0	0.0228759	0	0	0	0	0	0	0.0207784	0.133415	0.0620047
Vmn1r44	0	0.0260414	0	0	0	0	0	0	0.0267134	0.0714217	0.101908	0.0947238
Vmn1r45	0	0	0	0	0	0	0	0	0	0	0	0.00680035
Vmn1r47	0	0	0	0	0	0	0	0	0	0	3.66E-38	0
Vmn1r48	0	0	0	0	0	0	0	0	0	0	1.35E-37	0
Vmn1r5	0	0	0	0	0	0	0	0.0225017	0	0	0	0
Vmn1r50	0	0	0	0	0	0	0	0	0	3.40E-26	0	0
Vmn1r53	0	0	0	0	0	0	0	0	0	3.36E-30	0	0
Vmn1r56	0	0	0	0	0	0	0.0129654	0	0	0.0121245	0	0
Vmn1r58	0	0	0	0	0	0	0	0	0	0	0	1.46E-26
Vmn1r6	0	0	0	0	0	0	0	0	0	0	0.0260637	0
Vmn1r60	0	0	0	0	0	0	0	0	0	0	0	0.00611693
Vmn1r62	0	0	0	0	0	0	0	0	0	0	0	1.92E-20
Vmn1r63	0	0	0	0	0	0	0	0	0	0	0	5.66E-22
Vmn1r90	0	0	0	0.00247257	3.32E-14	1.63E-06	0	0	0	0	0	0
Vmn2r-ps11	0	0	0	0.011614	0	0	0	0.00934155	0.0109146	0	0	0
Vmn2r-ps129	0	0	0	0	0	0	0	0	0	0.0394532	0.0140735	0
Vmn2r-ps159	0	0	0	0	0	0	0	0	0	0.0156055	1.37E-30	1.54E-30
Vmn2r-ps54	0	0	0	0.017968	0	1.48E-05	0	0	0	0.00752444	0	0
Vmn2r1	0.120753	0.115318	0.0624973	0.174288	0.187067	0.208848	0.146369	0.0681607	0.0940538	0.00810958	0.0173568	0.0241997
Vmn2r10	0	0	0	0	0	0	0	0	0	0	0	0.00868389
Vmn2r108	0	0	0	0	0	0	0.00924948	0	0	0	0	0
Vmn2r11	0.000620326	0	0	0	0	0	6.48E-42	0	1.87E-23	3.18E-15	0	1.64E-09
Vmn2r114	0	0	0.00489164	0	0	0	0	0	0	0	0	0
Vmn2r117	0	0	0.00461457	0	0	0	0	0	0	0	0	0.00858366
Vmn2r118	0	0	0	0	0	0	0	0	0.00972819	0	0	0.00862386
Vmn2r12	0.003646	0	0	0	0	0	1.50E-19	0	6.24E-28	0	0	0
Vmn2r121	0	0	0	0	0	0	0	0	0	1.03E-21	0	8.21E-07
Vmn2r122	0	0	0	0	0	0	0.00771942	0.0069326	0	4.18E-20	0.0309003	0.0287219
Vmn2r123	0	0	0	0	0	0	0	0	0	3.67E-06	3.23E-34	3.62E-34
Vmn2r124	0	0	0	0	0	0	0	0	0	0	0.00925626	0
Vmn2r13	0.003646	0.00973422	0	0	0	0	0.0227707	0.00909634	0.0310952	0.0340244	0	9.64E-09
Vmn2r14	0	0	0	0	0	0	2.24E-12	8.77E-30	3.15E-21	1.61E-20	0.0147248	0
Vmn2r15	0.000879621	0	0	0	0	0	0.209105	0.273587	0.241529	0.131272	0.0872144	0.100639
Vmn2r16	0	0	0	0	0	0	0	0	0	0	3.79E-13	0
Vmn2r18	0.0213347	0.0101873	0.0410135	0.0889586	0.0751916	0.0765134	0.0796735	0.0804967	0.0836012	0.0279398	0.0797319	0.0555832
Vmn2r2	0	0	0.00485185	0	0	0	0.0202886	0.00965292	0.0267285	0	0	0
Vmn2r25	0	0	0	0.0051637	0	0	0	0	0	0	0	0
Vmn2r26	0	0	0	0.0051637	0	0	0	0	0	0	0	0
Vmn2r28	0	0	0	0	0	0	0	0	0.00908295	0	0	0
Vmn2r29	0.0467923	0.0510701	0.032126	0.000531489	0.0538494	0.0239733	0.143539	0.151326	0.209546	0.0758691	0.129524	0.162544
Vmn2r3	0	0	0.000131197	0.337718	0.326233	0.178745	3.50E-21	0.00798937	0	0	0.00890265	0.0165501
Vmn2r30	0	0.00949457	0	0	0.0100113	0	0.00928201	0	0	0	0	0
Vmn2r33	0.00983822	0	0	0	0	0	0	0	0.00481895	0	0	0
Vmn2r38	0	0	0	0	0	0	0	0	0.00481895	0	0	0
Vmn2r4	0	0	0.00485185	0.0001053	0	0	5.08E-14	0	3.23E-41	0	0	0.00296489
Vmn2r46	0	0	4.67E-25	0.0104977	0	1.01E-21	1.97E-07	1.08E-06	4.96E-06	2.46E-19	0.00127624	0
Vmn2r5	0	0	0	0	0	0	2.47E-16	8.47E-05	9.90E-05	0	0	0
Vmn2r54	0	0	0	0	0	0	0.00981109	0	0	0	0	0
Vmn2r55	0	0	0	0	0	0	0	0	0	0	0	0.00941788
Vmn2r57	0.0757107	0.112484	0.122649	0.0409271	0.0691868	0.0440018	0.0274915	0.0287542	0.0576936	0.0085695	0.0275117	0.0170481
Vmn2r59	0	0	0	0	0	0.00876328	0	0	0	0	0	0
Vmn2r6	0	0	0	0	0	0	0	0.00965292	0	0	0	0.00296489
Vmn2r62	0.0126451	8.77E-41	1.03E-42	0.0044104	1.93E-29	1.56E-37	0	5.58E-10	1.87E-17	0	0	0
Vmn2r63	1.80E-05	6.29E-17	0	2.29E-17	1.54E-44	1.56E-37	0	0.0289886	2.52E-26	0	0	0
Vmn2r69	0	0	0	0.00593445	0	0	0	0	0	0	0	0
Vmn2r7	0	0	0	0	0	0	0	0	0	0	0	0.00296489
Vmn2r71	0	0	0	0.00442762	0	0	0	0	0	0	0	0
Vmn2r77	0	0	0	0	0	0	0	0	0	0.00420574	0	0
Vmn2r78	0	0	0	0	0	0	0	0	0	0.00445918	0	0
Vmn2r79	0	0	0	0	0	0	0.0092929	0	0	0.00869019	0.00929972	0
Vmn2r8	0	0	0	0	0	0	0	0	0	0	0	3.51E-09
Vmn2r83	0.0098041	0.00936286	0	0.0306599	0.0296172	0.0351608	0	0.0164406	0	0.00855959	0.0183199	0
Vmn2r84	0	0	1.49E-22	0	0	0	0.0186295	0.00268227	0	0	0	0
Vmn2r85	0	0	0.0159477	0	0	0	3.90E-18	0	0	0	0	0
Vmn2r86	0	0	1.58E-22	0	0	0	4.39E-18	0.00284488	0	0	0	0
Vmn2r87	0.0199777	0.0190786	0.0320208	0	0	0	4.39E-18	0.00284488	0	0	0.00933258	0
Vmn2r9	0.00132617	0	0	0	0	0	0	2.37E-42	1.61E-16	1.29E-23	0	0.0113022
Vmp1	67.2144	67.2122	66.158	44.2906	42.4056	44.3625	66.9751	67.7104	67.3108	66.9568	67.5728	68.8884
Vnn1	2.16928	2.14204	2.02436	1.02087	1.07099	1.20851	0.216291	0.247221	0.144425	0	0.0196772	0.00914501
Vnn3	0.126436	0.214658	0.121529	0.0292886	0.0424388	0.100764	0	0.0235578	0	0	0	0
Vopp1	14.2988	13.8742	13.8456	19.4908	19.3961	19.2854	10.2879	10.0893	10.0696	21.3347	20.8132	21.5355
Vprbp	10.6164	11.3868	10.8756	16.0295	15.9168	16.6299	11.4975	12.1296	12.1244	11.9506	11.3534	11.6864
Vpreb1	0	0.126545	0.0318415	0.0690646	0.0333579	0.0297012	0.0618559	0.166653	0.0324526	0.028922	0.123802	0.0575373
Vpreb3	0	0	0.0812435	0	0	0	0	0	0	0	0.0394852	0
Vps11	18.9052	19.0323	19.4712	12.9351	13.3734	14.0235	18.0983	19.118	18.6849	13.7254	13.8584	14.799
Vps13a	12.2582	12.1766	11.6379	5.0742	5.1403	5.01816	7.70408	7.66402	7.36278	6.02258	6.27467	6.07377
Vps13b	7.92304	7.98076	8.00512	10.6591	10.63	10.548	9.27475	9.11592	8.92299	9.17822	8.99711	9.03206
Vps13c	8.11403	8.64498	8.27452	3.75613	3.86851	3.64438	5.11415	4.97238	4.85365	4.10972	4.17518	4.05149
Vps13d	6.06785	6.40646	6.24434	6.49756	6.6209	6.62193	3.53689	3.61112	3.50528	3.93817	3.98343	3.86988
Vps16	11.832	11.0949	11.0983	11.3743	11.6587	12.1452	26.4198	26.8475	26.6805	20.3069	20.5004	20.3094
Vps18	5.69205	5.60968	5.56767	6.50917	6.49635	6.65636	16.048	16.5223	16.7961	16.3605	16.0715	17.331
Vps25	22.2054	22.4078	21.3607	21.9664	20.6399	22.0206	24.055	23.5025	24.1664	22.0864	21.5696	21.6571
Vps26a	21.233	20.8228	21.0177	29.2612	28.9988	28.2336	43.1088	45.0935	43.293	44.7776	45.575	46.0045
Vps26b	11.5165	11.3432	11.6454	9.31621	9.67438	9.69688	10.2648	9.90792	10.5242	13.3789	13.5013	13.6516
Vps28	40.8728	40.0361	39.9206	23.6193	24.2173	24.9339	27.5371	27.6982	28.6552	19.6327	20.8047	20.3133
Vps29	39.2975	38.3263	38.3995	45.643	43.5389	44.311	76.4227	76.947	79.5766	71.4661	72.9436	74.8035
Vps33a	10.5146	9.98815	10.4396	16.3795	16.3771	16.3408	16.8077	16.9729	17.2119	22.0392	22.0528	22.2771
Vps33b	2.6254	2.42209	2.69492	1.8073	2.35438	2.41607	4.77273	4.12013	4.6198	3.95286	4.05424	4.1728
Vps35	138.504	141.287	137.034	140.638	138.992	139.771	102.648	102.915	103.698	97.8904	98.0356	98.9957
Vps36	27.8922	27.3408	27.7864	28.9299	28.909	27.562	24.6269	24.1881	24.7089	21.3424	22.5229	22.4058
Vps37a	8.66185	8.77332	9.23408	18.0397	17.3851	16.7698	10.1233	10.0539	10.2312	12.4278	12.967	12.6176
Vps37b	9.0646	8.8791	9.22877	16.2376	16.8991	17.117	13.5216	14.4787	13.6921	25.9348	26.7413	27.4068
Vps37c	14.2431	13.7228	14.1865	14.4519	15.1167	14.6875	7.93722	7.59635	7.69897	10.614	10.6006	10.3564
Vps37d	2.19154	2.62794	2.50245	1.80355	1.82518	1.78762	1.73838	2.08619	1.74336	1.64002	2.06295	2.13216
Vps39	7.56958	8.27717	7.89689	9.94092	10.1843	10.6979	14.348	13.9112	14.4892	18.972	20.3519	19.011
Vps41	19.8472	20.3979	19.5359	21.1121	19.713	20.5844	18.641	19.4433	19.1858	19.308	20.8332	20.2007
Vps45	5.37704	5.38485	5.73642	4.51439	4.37062	4.4822	6.06932	5.54817	5.80855	5.52343	5.83842	5.27538
Vps4a	27.2195	26.8492	27.6127	19.2739	18.9518	18.919	19.2082	19.9849	19.5425	26.0016	26.0841	25.0331
Vps4b	21.8182	22.6927	22.6232	32.7133	32.5482	32.7797	18.1775	17.948	18.1062	23.8346	24.3948	24.6603
Vps50	7.09602	6.97972	7.06252	11.3106	11.2142	10.919	10.7175	10.4767	10.2083	8.51412	8.60038	8.57831
Vps51	12.3872	13.0025	12.6965	5.71543	6.33899	5.9649	8.17034	8.3105	8.18472	3.6978	3.32474	3.30029
Vps52	16.8231	16.962	17.0809	13.4617	13.2262	14.2752	20.8501	21.4627	21.5626	16.6872	18.0897	17.5972
Vps53	7.56202	7.67034	7.23382	5.13275	5.3221	5.45153	12.5596	12.3778	12.7273	6.49169	7.08206	6.47295
Vps54	8.11867	8.24245	7.93738	14.6388	14.0066	13.5496	11.7853	11.7653	11.3244	16.952	17.1891	17.4085
Vps72	24.8747	23.586	24.4373	58.3974	60.8359	61.9348	32.8501	31.4924	32.543	39.3971	41.6142	41.5115
Vps8	4.27148	4.52332	4.41182	5.07967	5.19709	4.89026	3.74247	3.89083	3.88736	2.16692	2.26224	2.29152
Vps9d1	8.13879	8.39094	8.09957	6.07474	6.61976	6.72464	5.80173	5.96445	5.87628	4.45186	4.47003	4.61569
Vrk1	7.11111	6.88069	7.10566	9.66937	8.78029	9.32608	10.9692	10.6996	10.6695	13.476	13.363	13.4278
Vrk2	9.74442	10.322	10.0165	5.93677	5.90166	5.17037	11.1694	10.416	10.5829	9.91179	10.6324	10.9553
Vrk3	8.59672	7.91859	8.03977	3.84491	3.96274	4.53086	8.10736	8.3281	8.47858	7.17584	7.17715	7.02428
Vrtn	0	0	0	0	0	0.0126444	0	0	0.00690788	0.0123127	0	0.0183711
Vsig1	0	0	0	0.00958121	0	0	0.00858116	0.00770651	0	0.0160492	0	0
Vsig10	2.48517	2.52915	2.43698	1.11866	1.21333	1.12534	3.50372	3.72014	3.63956	4.42161	4.0809	4.13111
Vsig10l	0.273407	0.232875	0.29831	0.169462	0.133935	0.099378	1.09001	1.16478	1.02793	0.832229	0.862985	0.648135
Vsig2	0	0	0	0.0226673	0.0218965	0.0194962	0.121809	0.0182322	0.0213022	0.0569542	0.0203163	0.0377681
Vsig8	0.01354	0.0129306	0.0260291	0.0141143	0	0	0.0379234	0.0227053	0.0132643	0.0236425	0.0126504	0.0235171
Vsir	1.26001	1.02782	1.09504	0.0547272	0.026433	0.0282425	0.0539165	0.0836362	0.0308588	0.0366688	0.0392407	0.0547115
Vstm5	0.255952	0.329984	0.38133	0.120064	0.0773205	0.091793	2.17454	2.30699	2.18144	1.4525	1.3272	1.53371
Vsx2	0	0	0	0	0	0	0	0	0	0	0	0.00677533
Vta1	11.7128	12.2675	12.0334	12.0695	13.6892	13.8068	18.1775	18.2728	20.127	24.3747	24.5056	24.7123
Vtcn1	0.00970314	0.00926644	0	0.0101147	0.00977074	0	0.0634129	0.065085	0.0570334	0.0169429	0	0.016853
Vti1a	2.64799	2.80688	2.76172	6.27663	6.36177	6.38359	4.88796	5.18205	5.36578	3.8851	4.2551	4.542
Vti1b	23.2942	23.7268	23.0975	26.9955	28.3176	27.8668	24.1605	23.6629	24.476	18.9173	19.2609	19.9555
Vtn	0	0	0.0140139	0	0	0.013072	0	0.0122244	0	0.012729	0	0
Vwa1	0.153946	0.177969	0.171336	0.15203	0.195813	0.276051	0.521953	0.482339	0.452435	0.721541	0.825139	0.555877
Vwa2	0.0131075	0.00625879	0.00629941	0.0614856	0.138587	0.0705118	0	0	0.0064203	0.0114437	0.0122463	0.00569148
Vwa3a	0.0667467	0.0371833	0.0320782	0.0637798	0.0392068	0.059844	0.00519297	0.0186547	0	0.0194247	0.0259839	0.0289825
Vwa5a	16.4759	16.8095	16.5247	2.85177	2.65618	2.63937	6.95955	6.62988	6.19343	2.58616	2.64175	2.64154
Vwa5b1	0	0	0	0	0	0	0	0	0	0.00575891	0.00616284	0
Vwa5b2	0	0.0051465	0	0.044941	0.0434126	0.0483172	0.0301877	0.0451845	0.0316758	0.0752794	0.0453147	0.0608402
Vwa7	0.0553921	0.037597	0.0747888	0.319735	0.369438	0.359261	0.153678	0.186284	0.141725	0.369107	0.362989	0.353575
Vwa8	8.30608	8.5063	7.94637	8.16089	8.48507	8.57895	12.1224	11.8382	11.781	9.05773	8.76481	9.2215
Vwa9	9.65783	10.087	8.62094	12.6428	12.8225	13.2414	9.68702	9.62767	9.35349	10.5627	11.176	11.3659
Vwc2	0	0	0	0	0	0	0	0	0	0.00620797	0.0066434	0.00617505
Vwc2l	0	0	0	0	0	0	0	0	0	0	0	0.00474637
Vwce	0.0934297	0.0343172	0.020724	0.059934	0.0868436	0.0515493	0.0469685	0.0662847	0.049284	0.0627461	0.0604324	0.0312067
Vwde	0	0	0.00614739	0	0	0	0	0	0	0	0	0
Vwf	0.0345596	0.0330042	0.0304502	0.486345	0.495905	0.50868	0.416761	0.441894	0.479626	0.0553166	0.0484335	0.0725306
Wac	12.2883	12.4994	12.4777	20.4479	20.5027	20.4239	18.4615	18.293	18.7795	28.0813	27.8694	27.427
Wap	0	0	0	0	0.0455852	0.0405882	0	0	0	0	0	0
Wapl	27.9327	27.0123	27.0538	48.8581	47.3784	47.9096	21.9732	22.5476	22.1655	34.954	35.5822	34.8071
Wars	11.1545	11.63	11.7395	66.8024	66.9932	68.9231	41.045	39.9098	40.4079	52.8588	53.5171	53.2332
Wars2	2.80044	2.91803	2.9091	5.67525	5.58734	5.68704	3.57806	3.47101	3.67493	2.47533	2.61102	2.39171
Wasf1	4.49968	4.32575	4.72783	2.64168	2.88338	2.81777	7.43319	7.69612	7.44776	6.96851	7.02848	7.07885
Wasf2	42.5811	42.4002	42.3643	52.8859	52.7856	54.0077	18.779	18.7434	18.9732	24.3855	25.2179	24.8021
Wasf3	4.34924	4.19874	4.32618	6.9438	7.81447	7.18724	7.28061	7.34888	7.50029	10.4153	10.6235	10.7221
Wash1	14.8509	14.7522	14.3646	10.214	10.6731	10.6719	19.6162	19.0599	19.2731	22.6659	22.8228	22.5603
Wasl	17.9893	17.3798	17.3566	31.8979	29.9695	29.5626	19.4647	19.3908	18.8903	34.3702	33.8493	34.4289
Wbp1	23.8626	23.2852	22.1956	6.08312	6.80714	6.80347	12.8922	14.3396	13.6409	6.47363	7.64745	6.84073
Wbp11	41.1067	41.14	41.3261	50.0602	50.5224	50.2469	40.6814	41.7699	41.0754	48.6268	50.1686	50.8202
Wbp1l	16.9815	17.0224	16.2691	10.2078	10.8967	10.6023	14.1416	14.8414	14.3655	18.3699	19.0851	18.5797
Wbp2	60.5072	58.5961	59.8211	19.0447	19.2106	19.9513	51.4619	52.3368	53.0963	26.2957	26.7893	27.7564
Wbp4	11.4458	12.872	11.6108	14.1191	14.1888	13.6776	12.1436	12.0608	12.1938	11.9996	11.7601	12.4425
Wbp5	110.364	106.065	108.363	72.0073	67.7214	65.3395	159.035	163.151	153.949	96.6381	103.043	102.637
Wbscr16	6.97167	6.58428	6.013	10.6083	11.1015	11.9681	9.35711	9.91782	9.40839	9.00024	9.04498	9.31597
Wbscr17	0	0	0	0	0	0	5.89854	5.84129	6.09429	3.07561	2.72483	3.03297
Wbscr22	11.8687	12.5598	11.9757	22.8946	22.4461	23.3473	21.8019	21.878	20.2105	21.9598	22.0141	23.4408
Wbscr25	0	0	0.0117852	0	0	0.0329791	0	0.0102803	0	0	0	0.0212957
Wbscr27	3.38556	3.18118	3.228	1.06916	0.786023	0.911446	1.32195	1.5525	1.46714	1.15696	1.00915	1.02471
Wdfy1	5.19735	5.26238	5.40028	5.70472	5.51616	5.85507	4.64572	4.7107	4.5258	5.17844	4.88108	5.08536
Wdfy2	6.37622	6.40338	6.16526	6.85769	7.185	5.92099	5.6104	5.55831	5.80022	5.36802	5.40175	5.48238
Wdfy3	7.60736	7.83679	7.73007	10.7796	10.8562	10.8676	13.8486	13.607	14.0094	16.938	16.7957	16.6578
Wdfy4	0	0.00250972	0	0	0	0	0.00490707	0.00440691	0	0	0	0
Wdhd1	20.6264	21.3279	21.15	37.2079	36.3844	35.8225	17.7604	17.6775	17.388	25.4689	26.0708	25.3815
Wdpcp	2.1453	2.34711	2.24223	0.401666	0.576765	0.522878	1.69176	1.8424	1.80576	1.03651	1.15785	0.913438
Wdr1	66.3975	66.7777	67.3385	27.7832	28.9392	28.3111	73.5194	73.8454	72.6318	46.4772	47.0363	46.2384
Wdr11	7.19635	7.63608	7.02994	8.48082	8.83992	8.29201	7.65828	7.35589	7.79479	7.37638	7.39746	7.1236
Wdr12	7.75461	7.5783	7.52603	35.4529	36.8721	36.2614	13.1077	13.8691	14.7355	18.8744	18.6656	19.1684
Wdr13	6.84121	6.77703	6.57565	6.32127	6.30612	6.57107	10.9204	11.2436	11.2532	8.26095	8.17774	8.01997
Wdr17	0	0	0	0	0	0	0.022147	0.0198896	0.0232388	0.0207106	0.0166224	0.0154506
Wdr18	8.43174	8.41416	8.52672	22.4269	23.0604	23.6214	17.6095	18.5081	18.351	22.8438	22.6355	23.1041
Wdr19	6.84723	7.21228	6.62593	1.04806	1.01824	0.927343	6.91595	6.6519	6.63988	4.98424	4.72918	4.74203
Wdr20	4.21364	4.03393	4.19159	3.82961	4.04202	4.19106	4.91173	5.10643	4.74442	6.27575	6.28655	6.33397
Wdr20rt	0.0347238	0.0332503	0	0.0302421	0.012414	0.0417606	0.0226949	0.00973835	0.0111865	0.0526688	0.0653295	0.0320463
Wdr24	7.78273	7.7539	7.74899	8.3867	8.75456	8.60456	12.6236	12.9339	13.0529	15.9334	16.376	16.2125
Wdr25	0.967108	0.951015	0.86515	2.54528	2.52621	2.81591	1.13534	0.93933	0.872373	1.48805	1.55664	1.48016
Wdr26	26.5392	26.6859	26.644	19.931	19.0424	19.114	24.538	24.3496	24.5098	21.4935	22.1476	21.3293
Wdr27	0	0.00880631	0.0354539	0.00961246	0.0185711	0.0330708	0.0688732	0.0927798	0.0542014	0	0	0.0400405
Wdr3	15.5482	15.0895	14.9521	53.3045	52.7846	53.433	22.1519	22.4765	22.9968	37.6141	37.0418	36.5574
Wdr31	0.825834	1.02622	0.985057	0.238552	0.280535	0.374675	1.82998	1.79363	1.5693	1.65049	1.53385	1.62446
Wdr33	7.40656	7.16661	7.49526	10.6188	10.3689	10.5055	8.92121	9.31381	8.81387	12.7563	13.321	13.2532
Wdr34	6.7703	7.41047	7.21402	4.18439	4.526	4.00452	8.89405	8.94743	9.54021	7.37936	7.28949	8.10126
Wdr35	4.83691	5.37162	4.8942	1.92023	1.6741	1.81259	6.50059	6.382	6.69057	4.46568	4.32967	4.30621
Wdr36	16.3281	17.078	16.4933	25.5654	23.9744	24.9436	21.8462	21.0797	21.1757	25.7211	25.7379	26.4375
Wdr37	4.74486	5.05372	4.63108	5.33402	5.31912	5.12952	2.86219	2.68512	2.65438	3.92877	4.09438	4.10125
Wdr38	0	0.0402929	0.0405544	0	0.0637285	0	0.0196954	0.0176879	0	0	0.0197098	0.0183203
Wdr4	4.03534	4.30344	3.92903	15.7148	16.4316	17.1343	10.478	10.5068	10.4628	17.4328	17.4518	17.7379
Wdr41	7.5355	7.44969	8.04785	9.27234	8.98205	9.47653	6.53991	6.42938	6.69178	3.62603	3.648	3.5708
Wdr43	30.4562	30.2827	29.9689	85.8812	84.2304	85.0668	49.2816	49.0504	47.9545	67.8404	67.4794	67.6151
Wdr44	3.92159	4.0126	3.54698	1.63136	1.68626	1.59423	3.18938	3.07363	3.29292	2.78051	2.6171	2.8768
Wdr45	15.2865	14.3932	13.9992	16.9439	17.8529	18.3751	14.5155	14.3371	14.8098	13.8289	13.5357	13.7289
Wdr45b	30.4019	31.6768	30.9852	44.1598	45.4997	44.7939	24.4215	24.8808	25.4659	39.1839	40.259	39.5323
Wdr46	12.5915	12.9567	12.3063	33.5799	34.048	33.8258	38.3292	37.9612	39.5737	48.2016	49.5173	50.478
Wdr47	3.98222	3.82601	3.86821	2.59995	2.70566	2.47929	2.94166	3.24293	2.8211	2.81925	2.6849	2.60026
Wdr48	22.0495	21.7195	21.5926	19.62	19.7024	20.3673	13.6413	13.2275	13.2065	13.6152	13.1616	13.7108
Wdr5	19.3332	19.4507	18.8104	49.1772	49.4374	50.3199	33.8085	33.8749	33.7581	52.6955	51.9617	52.7281
Wdr53	3.45791	3.49049	3.63371	4.16489	4.25778	4.46572	4.04799	3.95085	3.70344	6.33514	5.07208	5.83477
Wdr54	5.4819	4.94753	5.21126	2.36531	2.58817	2.43049	2.09968	2.52545	2.22286	2.12129	2.25131	2.0926
Wdr55	7.26904	8.32053	8.37454	16.8366	16.2811	17.4353	19.6459	18.3697	19.2334	23.8284	23.0084	24.9262
Wdr59	11.9478	11.9847	11.9099	9.47694	9.5557	9.616	5.56039	5.48129	5.44233	5.51456	5.66899	5.60077
Wdr5b	1.82439	1.91923	2.13718	1.72348	1.36347	1.66127	1.30407	1.207	1.15891	1.46837	1.6912	1.57198
Wdr6	24.1403	24.5034	24.4566	9.0961	9.71951	9.99439	19.3565	20.1174	20.0399	14.8747	15.2247	15.0287
Wdr60	3.55841	3.4961	3.45314	1.48089	1.61622	1.76973	4.83343	4.76454	5.0717	4.01309	4.35838	4.28838
Wdr61	27.9836	26.0307	26.9898	35.6669	35.4541	33.9842	24.3592	24.7452	24.5492	31.207	30.6812	31.3071
Wdr62	2.76726	2.57614	2.59286	3.14739	3.29416	3.16386	8.38653	8.73679	8.99436	10.3476	11.2337	10.479
Wdr63	0.00825491	0	0.00793455	0	0	0.00740122	0.0462414	0.0346068	0.0323473	0.0288282	0	0.0215065
Wdr64	0	0	0.00640836	0	0	0	0	0	0	0	0	0
Wdr7	2.5413	2.67646	2.52525	3.89902	3.95744	3.94082	6.1253	6.35027	6.21337	6.12177	5.82882	6.05512
Wdr70	16.7106	17.316	17.0871	12.2285	11.254	11.5324	13.052	12.5916	12.8847	9.31443	9.3047	9.44283
Wdr72	0.0585089	0.0465631	0.0234326	0.00508256	0	0	0.0136562	0.0286166	0.0143294	0	0.0045554	0
Wdr73	3.34371	3.51254	3.19503	6.13042	6.46657	6.39257	6.07818	5.74724	6.12733	7.13502	8.00298	7.85732
Wdr74	17.8134	18.7673	18.8485	65.3328	67.0048	67.3139	35.9249	35.7181	36.4332	58.7957	60.1162	60.7411
Wdr75	25.8215	24.1943	24.4449	71.2061	70.9717	71.1476	32.819	30.5601	31.2976	42.766	43.4268	43.9349
Wdr76	5.62903	5.29557	5.28384	14.0102	12.5741	13.4207	9.1787	9.21319	8.74438	16.5493	16.8807	17.2425
Wdr77	24.9127	24.5297	24.2594	66.5755	68.7171	69.6417	34.3433	34.5589	34.6917	42.0901	42.7306	41.852
Wdr78	0.932346	0.903196	0.934847	0.587331	0.520077	0.553275	0.613699	0.590514	0.571673	0.415782	0.564014	0.361152
Wdr8	6.02649	6.21082	6.17471	5.8843	5.81228	6.44398	5.40373	5.23958	5.49877	5.23373	5.08085	5.60644
Wdr81	4.02117	3.68194	3.9536	3.46624	3.32241	3.5723	11.2867	11.2663	11.5076	9.54199	9.39931	9.71204
Wdr82	22.5335	23.0291	22.6399	29.8167	30.0857	30.95	22.497	23.0577	23.0686	25.5545	26.3714	26.6023
Wdr83	10.0057	10.2695	9.30012	25.1262	24.7935	23.9635	5.40474	5.61112	5.57553	6.62907	6.81067	7.62697
Wdr83os	67.262	64.8952	66.9957	106.652	110.355	111.442	29.7673	29.022	31.1991	33.779	33.3597	37.0452
Wdr86	0	0	0	0	0.0143443	0	0	0	0.013955	0	0	0
Wdr89	2.83207	2.80608	3.03984	4.47257	4.66994	4.2955	3.06276	3.2057	3.37553	3.94581	3.63828	4.10941
Wdr90	10.0162	10.2714	10.2313	4.55227	5.12276	5.40021	11.3634	11.6944	11.9524	10.3163	10.4637	10.6684
